Age,Annual Income,Loan Amount,Credit Score,Employment Length,Debt-to-Income Ratio,Number of Previous Defaults,Loan Term,Home Ownership,Loan Purpose,Loan Status
22,134578.0,9471,722,11.0,0.22037339620782662,0,60,Mortgage,Home Improvement,0
55,64661.0,26058,614,35.0,0.385144222604793,0,48,Rent,Personal,0
47,85455.0,31382,328,33.0,0.13633797471858614,1,60,Own,Personal,1
31,87160.0,8249,511,27.0,0.16619729203115532,0,12,Mortgage,Personal,0
24,74616.0,33355,723,15.0,0.18864266016717282,0,48,Mortgage,Home Improvement,0
40,129438.0,13620,846,16.0,0.513462492967535,0,36,Own,Business,1
42,56376.0,14197,344,37.0,0.10446928878402409,0,48,Own,Personal,0
32,57945.0,1879,358,1.0,0.3046932916511397,1,48,Mortgage,Business,1
46,69885.0,23334,528,3.0,0.5103745122056446,0,36,Rent,Home Improvement,1
18,101884.0,17495,792,37.0,0.23004713364452248,0,60,Rent,Business,0
59,95153.0,39842,824,19.0,0.162040340488428,0,24,Rent,Education,0
55,128455.0,31106,759,1.0,0.42325250360309075,0,36,Own,Personal,1
48,83566.0,32913,545,14.0,0.21248492537302507,0,60,Rent,Personal,0
63,115375.0,3157,783,1.0,0.38315465228281487,0,24,Rent,Education,0
52,101255.0,43971,609,25.0,0.5447606441418573,0,48,Mortgage,Business,1
53,35639.0,26312,688,2.0,0.4995583091727802,0,36,Rent,Business,0
20,71189.0,19569,830,17.0,0.2766053621589277,0,12,Rent,Business,0
58,89034.0,6478,505,15.0,0.4651587083574712,1,36,Rent,Personal,1
38,,43721,578,0.0,0.36441117721949057,0,36,Mortgage,Education,0
38,108172.0,31955,726,4.0,0.3391473277414552,2,12,Mortgage,Business,0
48,63497.0,43625,330,3.0,0.30095532720031193,0,60,Rent,Business,1
32,113981.0,20949,478,10.0,0.13537445357931413,2,12,Mortgage,Business,1
35,148951.0,6290,705,27.0,0.24553439646198724,1,12,Mortgage,Auto,0
59,56421.0,49717,389,27.0,0.5628341311581075,0,36,Rent,Business,1
38,72022.0,26598,408,14.0,0.3446130434353176,0,60,Mortgage,Auto,0
45,,10782,495,28.0,0.4211848488758059,0,60,Rent,Business,0
21,89769.0,29919,402,7.0,0.4100913157594055,0,24,Mortgage,Personal,1
19,36656.0,36663,323,6.0,0.17184559869702623,0,60,Own,Business,0
20,103649.0,39122,789,34.0,0.2982646514156171,2,12,Rent,Business,0
69,38323.0,30149,313,22.0,0.11036060853447913,0,48,Mortgage,Home Improvement,1
29,55950.0,40332,710,23.0,0.2985151292246213,0,36,Mortgage,Business,0
63,144567.0,46196,780,8.0,0.41263144863863466,1,60,Own,Personal,1
30,49047.0,36497,724,14.0,0.2628613115832493,0,36,Mortgage,Education,1
23,123241.0,24801,796,20.0,0.22784137023119275,1,24,Mortgage,Personal,0
64,144403.0,25548,783,35.0,0.2185347350551788,0,12,Mortgage,Education,0
69,46107.0,21200,313,0.0,0.4682191072483076,0,12,Mortgage,Home Improvement,1
28,36114.0,16028,785,9.0,0.24681653146347662,1,48,Mortgage,Business,1
36,122787.0,35136,518,11.0,0.23990426490205577,0,60,Mortgage,Education,0
39,60517.0,26618,808,36.0,0.32705634317804044,0,60,Own,Auto,0
47,127790.0,46028,761,7.0,0.46997299102982004,0,36,Rent,Personal,0
68,75033.0,13720,323,31.0,0.21578373913946355,0,48,Mortgage,Education,1
33,51572.0,23905,419,17.0,0.19182172614257917,0,24,Own,Home Improvement,0
25,137813.0,45678,813,32.0,0.45960454387851823,0,12,Rent,Education,0
37,46814.0,11065,520,6.0,0.15639914627390408,0,36,Rent,Personal,1
26,133076.0,36014,306,6.0,0.3638839459054237,0,60,Rent,Business,1
69,134412.0,41288,514,37.0,0.37827606922115553,0,48,Mortgage,Education,0
35,49400.0,40811,453,30.0,0.4453470519792332,0,24,Mortgage,Home Improvement,1
26,58126.0,23943,478,2.0,0.44000129576588387,0,48,Rent,Auto,0
29,29034.0,37417,844,12.0,0.20374659340242288,0,60,Own,Home Improvement,1
22,62656.0,23837,443,23.0,0.2457081858731848,0,60,Rent,Business,0
34,127632.0,3523,477,,0.3419424553485281,0,24,Rent,Home Improvement,1
33,84279.0,15071,676,9.0,0.563833854624288,0,60,Rent,Auto,1
53,88674.0,32064,686,21.0,0.42594491524262157,0,24,Rent,Auto,0
46,71536.0,29107,612,25.0,0.4570868725381976,0,24,Rent,Personal,1
22,76192.0,25861,722,14.0,0.431994113831926,0,12,Own,Education,0
61,72216.0,28318,507,16.0,0.510250904272645,0,36,Rent,Personal,1
69,88721.0,8264,681,22.0,0.28869739616502144,0,24,Rent,Education,1
47,90242.0,30592,534,37.0,0.149098582874392,0,36,Mortgage,Business,1
48,104064.0,27069,345,34.0,0.5510529323012302,0,60,Mortgage,Business,1
33,82643.0,49394,383,25.0,0.1536962909161391,1,24,Rent,Personal,1
63,40131.0,1895,677,22.0,0.2939529981190505,0,48,Rent,Home Improvement,0
54,57309.0,41449,694,31.0,0.3446846626343921,0,48,Rent,Personal,0
20,123427.0,44976,832,22.0,0.556743147864835,0,12,Mortgage,Business,0
33,129066.0,29602,569,6.0,0.34461325524500763,0,12,Rent,Personal,1
61,62756.0,15439,583,11.0,0.32678550971150244,0,60,Own,Personal,0
54,73797.0,23216,528,1.0,0.14239811272546857,0,12,Rent,Home Improvement,1
49,83828.0,6921,836,31.0,0.5016081807052668,1,12,Mortgage,Personal,1
49,131611.0,38396,672,27.0,0.32714176433988507,0,48,Rent,Auto,0
69,92036.0,19105,647,9.0,0.3346339622436262,0,24,Mortgage,Personal,0
32,106341.0,38834,457,39.0,0.52549392775434,0,48,Mortgage,Personal,1
21,102423.0,25110,712,15.0,0.2548167169041934,0,12,Mortgage,Personal,0
21,124673.0,39360,417,34.0,0.5673285865227384,2,60,Mortgage,Education,1
67,126171.0,16630,605,29.0,0.5700399182994239,0,60,Mortgage,Education,1
52,118444.0,7892,538,32.0,0.5613467567214665,0,24,Own,Personal,1
55,127478.0,44404,688,24.0,0.4058458112668296,1,24,Mortgage,Education,0
46,130660.0,3852,476,4.0,0.1298133552236506,0,48,Rent,Auto,1
26,104540.0,47724,681,25.0,0.5620147299349721,0,12,Rent,Personal,0
29,137000.0,45431,756,28.0,0.24767777018002832,0,36,Mortgage,Education,0
27,61006.0,31079,781,38.0,0.2698843188941321,0,12,Mortgage,Auto,0
57,52853.0,12368,476,13.0,0.16892283148165668,0,48,Rent,Business,1
58,30353.0,47587,450,7.0,0.23039624110983034,0,48,Own,Education,1
51,91445.0,28009,443,10.0,0.536021590937747,0,48,Own,Education,1
40,136539.0,40880,701,30.0,0.3139911798626249,0,36,Rent,Auto,0
31,66240.0,2955,675,11.0,0.575103936549624,0,24,Mortgage,Education,0
30,117997.0,19754,388,26.0,0.4948209508207121,0,36,Own,Auto,1
51,140714.0,9851,450,35.0,0.4670759475824058,0,12,Rent,Auto,0
32,115616.0,3575,640,1.0,0.4829649210846043,0,24,Mortgage,Education,0
41,102803.0,37743,306,3.0,0.14607670860041813,0,24,Mortgage,Personal,1
49,122729.0,12766,452,24.0,0.565883193538328,0,60,Rent,Education,1
69,84723.0,28100,447,13.0,0.20470878600212897,1,48,Own,Home Improvement,1
69,33234.0,7357,391,31.0,0.2804971176015455,0,60,Rent,Personal,1
24,22666.0,3453,843,31.0,0.586481000146782,0,60,Rent,Auto,0
56,81637.0,47292,824,8.0,0.24574121552086556,1,48,Rent,Home Improvement,0
61,75246.0,8463,504,25.0,0.5318265771097622,0,60,Mortgage,Auto,0
60,113544.0,3790,713,33.0,0.4581422084751736,0,12,Rent,Home Improvement,0
58,133552.0,48827,337,5.0,0.2326250324783162,0,24,Rent,Education,1
60,127762.0,33915,622,2.0,0.46064957295277664,0,60,Mortgage,Auto,1
30,114855.0,28669,849,26.0,0.5001230306337231,0,60,Rent,Personal,0
48,78627.0,4356,372,14.0,0.4080159481187088,0,12,Rent,Auto,1
63,75107.0,3560,376,27.0,0.5235986647344689,0,12,Rent,Personal,1
18,22325.0,27301,606,30.0,0.5755314048421254,0,24,Mortgage,Home Improvement,1
24,72018.0,14024,504,31.0,0.45900154834299123,1,36,Mortgage,Personal,1
59,100166.0,32361,584,28.0,0.5882292414897009,2,36,Rent,Education,1
21,83187.0,36076,771,32.0,0.354217293810137,0,60,Mortgage,Business,0
68,42901.0,44560,622,24.0,0.532248364813461,0,24,Rent,Personal,1
29,93750.0,40430,576,30.0,0.4309184188121884,0,12,Own,Business,1
22,31544.0,12102,641,37.0,0.5110986398329872,0,60,Mortgage,Personal,0
33,50560.0,15410,516,19.0,0.5389300893581446,0,24,Own,Auto,1
23,109274.0,28436,617,9.0,0.26735224313539085,0,48,Mortgage,Personal,0
31,51903.0,5006,565,34.0,0.37225328446580874,0,48,Own,Personal,1
20,55371.0,6747,761,13.0,0.1449800951552543,0,48,Mortgage,Home Improvement,0
36,76965.0,40974,492,6.0,0.32918301551871776,0,12,Own,Home Improvement,0
67,38678.0,7317,695,8.0,0.4496471524378547,1,36,Mortgage,Home Improvement,1
58,108400.0,21140,625,18.0,0.21453903674050537,2,60,Own,Auto,1
32,97146.0,13737,415,15.0,0.4019345014128115,0,60,Own,Personal,1
53,67182.0,6902,520,3.0,0.23832327675149043,0,48,Rent,Business,1
37,108933.0,37210,692,17.0,0.27804922669284293,0,36,Mortgage,Personal,0
64,63575.0,11985,383,10.0,0.2905624833887698,0,12,Own,Personal,1
42,141320.0,25726,673,1.0,0.45406956808397947,1,48,Mortgage,Home Improvement,1
29,141395.0,21705,686,11.0,0.1610242506215728,0,48,Own,Education,1
35,106300.0,49429,798,35.0,0.16050060834060118,0,48,Mortgage,Education,0
54,134943.0,28231,573,13.0,0.5106323494924376,0,36,Mortgage,Personal,0
28,118331.0,48089,374,0.0,0.17029384796859146,0,48,Rent,Personal,0
54,100119.0,4551,520,18.0,0.17894613055402905,2,60,Own,Business,1
68,67986.0,2209,469,34.0,0.3274448312345768,1,48,Rent,Personal,0
28,56320.0,33235,785,18.0,0.3595767774842271,0,60,Own,Business,0
59,52867.0,9307,679,18.0,0.2664918402206101,0,36,Rent,Education,0
47,112887.0,16685,845,11.0,0.24994481927050108,0,36,Mortgage,Auto,1
29,96394.0,39772,708,13.0,0.4989754935940375,0,36,Rent,Auto,0
55,72549.0,34994,596,23.0,0.35806771803246085,0,48,Rent,Personal,1
60,77679.0,31748,344,36.0,0.24327207090393868,0,60,Mortgage,Personal,0
39,78436.0,2604,545,10.0,0.5137962310278174,0,60,Mortgage,Personal,1
26,41617.0,43128,738,17.0,0.3272389416833237,0,36,Own,Education,0
23,34899.0,37100,474,31.0,0.4799697605687967,0,12,Mortgage,Personal,1
35,92672.0,28982,773,0.0,0.13049278080856788,0,48,Own,Home Improvement,0
46,97784.0,2962,707,33.0,0.5892204153041375,0,36,Mortgage,Personal,0
31,100749.0,48542,641,17.0,0.1672718328175055,0,60,Mortgage,Personal,1
58,96594.0,9888,756,36.0,0.46231354591188556,0,24,Own,Education,0
62,21117.0,33295,579,27.0,0.21815080515768273,0,48,Mortgage,Business,1
68,89578.0,45023,847,24.0,0.2926232703386177,1,12,Own,Personal,0
47,29522.0,43721,816,32.0,0.21149083723894838,1,12,Rent,Auto,1
29,105582.0,41975,425,22.0,0.24758663763579594,0,36,Own,Education,1
57,26883.0,5220,380,39.0,0.555937575848509,0,48,Rent,Education,0
37,25371.0,5703,533,37.0,0.5856819290672628,0,36,Rent,Personal,1
54,44313.0,7712,656,9.0,0.4626740529795894,0,60,Mortgage,Personal,1
25,134590.0,3656,526,20.0,0.4345367657752386,1,12,Own,Business,1
37,92103.0,40324,688,24.0,0.4242409984143557,0,12,Own,Personal,0
38,84783.0,48817,459,,0.24855987902744472,0,36,Own,Business,1
50,53489.0,8700,650,38.0,0.18467892517045462,2,36,Rent,Auto,1
66,68723.0,32943,847,7.0,0.45102162607121854,0,48,Rent,Auto,1
60,35575.0,31563,315,26.0,0.38527454237321246,1,24,Mortgage,Education,1
31,63878.0,15256,308,14.0,0.11984542867490508,0,12,Mortgage,Personal,1
23,62094.0,29673,355,29.0,0.3975721265194322,0,24,Rent,Home Improvement,0
51,105845.0,18871,732,15.0,0.255943701594309,0,24,Mortgage,Home Improvement,0
47,123166.0,32983,482,17.0,0.3832971351190968,0,60,Mortgage,Education,0
22,94010.0,17255,468,31.0,0.22830121738798506,0,24,Mortgage,Business,1
59,40726.0,27517,487,10.0,0.20035077108718627,0,12,Rent,Auto,1
40,47932.0,29651,423,35.0,0.2943061659718256,0,36,Own,Personal,1
60,79922.0,30396,829,5.0,0.3239982835548004,0,36,Mortgage,Auto,0
26,41169.0,5574,690,27.0,0.1277730540608015,0,36,Mortgage,Home Improvement,0
46,25949.0,47784,807,29.0,0.5383824537426865,0,24,Mortgage,Personal,0
44,35281.0,32471,849,21.0,0.34526866858120586,0,48,Mortgage,Education,1
37,43015.0,3412,783,13.0,0.21815193853636064,0,36,Own,Home Improvement,0
50,26910.0,4871,591,23.0,0.49685391634399656,0,60,Rent,Home Improvement,1
18,40300.0,8487,322,19.0,0.3121244333640669,0,48,Mortgage,Business,0
60,139705.0,40467,418,39.0,0.14873660452007556,0,24,Rent,Education,1
50,119970.0,26235,769,21.0,0.133219047164044,0,36,Rent,Education,0
42,93904.0,7170,588,7.0,0.3277792445473463,0,36,Mortgage,Personal,1
20,119565.0,6282,592,27.0,0.35740721471394754,0,36,Mortgage,Personal,0
29,65832.0,21021,432,25.0,0.5499487704111707,0,60,Mortgage,Education,1
33,21194.0,40255,755,29.0,0.16348650404218526,0,60,Own,Business,1
34,57246.0,23854,749,10.0,0.5136826767639983,0,48,Own,Education,1
56,118207.0,32970,526,33.0,0.535078898807449,0,48,Rent,Personal,1
28,111168.0,44218,350,22.0,0.2680006238167171,0,60,Rent,Education,1
42,49587.0,19050,385,7.0,0.17218985168286252,0,36,Rent,Auto,0
42,113970.0,30922,696,24.0,0.5274365578873882,2,60,Rent,Personal,1
58,131273.0,21102,336,2.0,0.3846419088175347,0,12,Rent,Education,0
51,32645.0,33953,460,27.0,0.3795744142451499,0,48,Rent,Personal,1
54,137942.0,33759,351,2.0,0.14380584575485858,0,24,Mortgage,Education,0
28,66385.0,25406,305,14.0,0.5665515303145234,0,48,Own,Personal,0
29,128471.0,40079,383,36.0,0.1557796607769514,3,24,Mortgage,Personal,1
46,33682.0,14182,402,11.0,0.325361901695402,1,36,Rent,Personal,1
21,27282.0,40961,506,8.0,0.17148328593428078,1,60,Mortgage,Personal,1
34,124087.0,31663,573,23.0,0.4177167068284644,0,48,Mortgage,Education,1
36,86437.0,26245,439,14.0,0.46756260432195496,1,24,Rent,Home Improvement,0
22,83534.0,22347,301,22.0,0.31361736627443537,2,48,Rent,Personal,1
24,124598.0,12510,316,1.0,0.5576844236449039,0,60,Own,Home Improvement,1
35,52212.0,1067,488,31.0,0.11584442477065984,0,36,Mortgage,Personal,1
23,113170.0,26332,583,35.0,0.5634348558391242,1,48,Own,Home Improvement,1
38,97277.0,17665,718,30.0,0.5676436455664864,1,60,Mortgage,Business,1
28,128801.0,45398,445,4.0,0.4900611365304941,1,36,Rent,Auto,1
57,98619.0,12825,520,20.0,0.2581521703604567,3,12,Rent,Business,0
33,133316.0,32379,698,24.0,0.47986342970634166,0,36,Mortgage,Auto,0
42,142580.0,37213,844,9.0,0.5397467624730746,1,48,Mortgage,Personal,1
63,42133.0,47145,686,0.0,0.24635029927232735,0,48,Mortgage,Education,1
42,71652.0,9604,485,22.0,0.24802827927534063,0,24,Rent,Personal,1
45,110147.0,25852,624,25.0,0.4490608898465891,1,12,Mortgage,Education,1
35,101796.0,30941,345,10.0,0.21613382468681833,0,24,Own,Auto,1
36,79228.0,13028,557,5.0,0.4806226011941164,0,36,Mortgage,Personal,1
36,31793.0,21850,322,0.0,0.36334926895629327,1,24,Rent,Auto,1
56,55436.0,45587,819,7.0,0.5050430418624645,0,12,Mortgage,Education,0
32,144412.0,20184,429,33.0,0.31396169343213454,0,24,Own,Personal,1
36,22577.0,5880,509,18.0,0.1430405265614256,1,36,Rent,Auto,0
22,80989.0,14823,499,9.0,0.45172319383560344,1,60,Own,Business,0
63,32348.0,44124,535,32.0,0.4220619600720511,1,24,Own,Education,1
32,51892.0,3965,601,4.0,0.20245955616410918,0,36,Own,Education,0
22,131287.0,26393,680,35.0,0.1648828600478319,0,12,Rent,Business,1
40,140061.0,8561,572,26.0,0.5029088313749451,0,48,Mortgage,Personal,1
34,138180.0,5314,606,39.0,0.4146887193886444,1,12,Mortgage,Personal,1
52,71269.0,23193,707,3.0,0.29820577022148864,0,24,Mortgage,Home Improvement,0
36,131411.0,2484,666,36.0,0.4686530809881394,0,36,Mortgage,Auto,0
25,149778.0,15963,394,20.0,0.25754642798327065,0,12,Own,Business,0
45,91583.0,7589,622,8.0,0.5121566415714722,0,48,Rent,Education,0
59,72218.0,40859,830,0.0,0.5925635346412499,0,12,Own,Personal,0
47,107672.0,38742,489,23.0,0.5636832920185532,0,24,Rent,Auto,0
64,25177.0,32761,439,9.0,0.2106654063138587,0,48,Own,Auto,1
54,80393.0,6080,642,12.0,0.13577459269955802,1,36,Own,Home Improvement,0
18,97641.0,29361,812,31.0,0.4748800441582629,0,60,Rent,Personal,0
64,124897.0,29575,843,5.0,0.17613700387383943,1,12,Own,Business,0
57,53819.0,30008,586,22.0,0.20400354872750362,0,36,Own,Education,1
32,45316.0,8653,322,4.0,0.15896572496797243,0,12,Rent,Education,0
64,134641.0,44450,758,10.0,0.4763059962219107,1,12,Mortgage,Home Improvement,1
23,111354.0,39451,830,37.0,0.5026116427039344,1,48,Mortgage,Auto,1
27,124401.0,5053,627,23.0,0.45448981985409587,0,60,Mortgage,Personal,1
67,80928.0,29426,404,9.0,0.18305755485541372,0,48,Rent,Business,0
19,44687.0,40848,614,9.0,0.3320651396096279,0,12,Rent,Home Improvement,0
63,123458.0,25940,769,8.0,0.42548789818161104,2,24,Rent,Personal,0
52,65003.0,21359,410,5.0,0.3330247172235329,0,60,Mortgage,Auto,0
42,48680.0,44667,324,7.0,0.5374663132870591,1,12,Mortgage,Home Improvement,1
18,93775.0,18824,496,34.0,0.10477638830848454,0,24,Mortgage,Auto,0
58,109264.0,48236,471,17.0,0.21790689587640058,1,12,Mortgage,Personal,1
41,148923.0,36629,495,7.0,0.4767615768481247,0,12,Mortgage,Business,0
24,59130.0,43500,464,0.0,0.17251691245379838,0,12,Rent,Home Improvement,1
45,,21477,333,31.0,0.5639737611220779,0,36,Mortgage,Business,1
18,50714.0,4602,570,24.0,0.33715258014439853,0,36,Rent,Personal,1
64,141898.0,37814,365,11.0,0.4034998463228967,0,24,Rent,Auto,1
32,25138.0,49605,344,5.0,0.3524734964982632,0,12,Mortgage,Auto,1
27,21350.0,28406,514,35.0,0.3140300400932792,0,36,Rent,Personal,1
28,59834.0,36157,467,18.0,0.5736467206399765,0,48,Rent,Personal,1
68,122305.0,11640,603,26.0,0.37769414184917405,0,36,Mortgage,Education,0
65,66596.0,18616,386,1.0,0.199591354189432,0,12,Own,Home Improvement,0
28,139733.0,19384,693,15.0,0.47151362191092017,0,48,Mortgage,Auto,0
47,20030.0,7601,390,10.0,0.19168857729408315,0,60,Mortgage,Auto,1
62,34294.0,10204,350,16.0,0.3378232218808169,0,12,Own,Personal,1
55,107741.0,44816,681,31.0,0.13098403046956544,0,60,Mortgage,Home Improvement,0
60,128924.0,32884,322,19.0,0.4640263719527725,0,48,Rent,Business,0
44,100353.0,21444,715,4.0,0.5974790601442754,0,12,Mortgage,Education,0
52,91654.0,39481,671,6.0,0.4534194189215808,2,48,Own,Personal,1
55,75353.0,23284,449,30.0,0.4336547071933283,0,48,Rent,Home Improvement,1
20,128109.0,49562,541,10.0,0.36191762019311047,0,48,Mortgage,Education,0
54,131001.0,45274,767,9.0,0.3823908974665363,1,24,Mortgage,Personal,0
55,83052.0,17773,501,16.0,0.17482116032123615,0,48,Mortgage,Personal,0
57,77052.0,29662,336,2.0,0.11406173470895811,0,48,Rent,Business,0
19,54778.0,17000,477,35.0,0.4792917559355535,0,24,Rent,Auto,1
33,20763.0,49522,565,20.0,0.12261576265057847,0,48,Rent,Personal,1
69,131717.0,22722,543,12.0,0.36967107425536005,0,36,Mortgage,Personal,0
60,102675.0,49063,728,35.0,0.5786931139400415,0,60,Rent,Education,0
18,66152.0,25120,712,3.0,0.14485965960320416,0,60,Rent,Business,0
56,38517.0,29412,329,26.0,0.22535300289059565,0,24,Own,Business,1
61,25524.0,35197,661,10.0,0.3689229648369655,0,36,Mortgage,Home Improvement,0
18,77771.0,12159,432,1.0,0.42897385268877775,0,48,Rent,Auto,1
64,65170.0,38880,429,26.0,0.5019080398181476,0,24,Own,Home Improvement,1
65,45773.0,36880,744,36.0,0.11423161084178293,0,48,Own,Personal,0
20,29106.0,47774,461,6.0,0.5431228703184815,1,12,Rent,Business,1
64,62373.0,7395,465,3.0,0.33822610090867133,0,48,Rent,Home Improvement,1
24,30691.0,17599,769,20.0,0.31417979071145175,0,60,Own,Personal,0
40,144279.0,12495,779,18.0,0.33028878136959383,0,24,Rent,Auto,0
25,56850.0,23840,564,28.0,0.3219318472435254,0,24,Rent,Home Improvement,1
27,89370.0,49945,425,36.0,0.4776480763760257,0,36,Rent,Education,1
18,,2444,595,32.0,0.39998869822839545,0,36,Rent,Personal,0
44,103582.0,1998,385,14.0,0.20710857607649127,0,36,Mortgage,Business,1
24,60903.0,24599,793,38.0,0.39442936572199583,0,36,Rent,Personal,0
29,84950.0,28994,510,20.0,0.5366690429304927,2,24,Rent,Auto,1
68,122817.0,42513,617,30.0,0.5433613120919196,0,60,Mortgage,Business,1
44,86836.0,41691,610,3.0,0.10126469839738231,0,12,Own,Business,0
62,56573.0,3214,793,5.0,0.3682797838847508,2,48,Own,Personal,0
65,50689.0,23607,509,39.0,0.29962160236331215,0,36,Rent,Auto,1
20,65699.0,43231,528,26.0,0.4410895296129145,2,48,Rent,Home Improvement,1
24,71613.0,8985,415,28.0,0.5715306059956293,0,24,Rent,Business,0
30,140273.0,39729,723,10.0,0.10091832012940924,1,36,Mortgage,Personal,1
25,75088.0,30114,337,15.0,0.3991893116624985,0,36,Mortgage,Personal,1
50,75935.0,29475,425,34.0,0.33501863747007066,0,60,Mortgage,Auto,1
68,78288.0,25712,501,14.0,0.5276195287614844,0,12,Mortgage,Education,1
53,37922.0,42561,316,16.0,0.2180101465862496,0,60,Rent,Auto,1
39,34240.0,18841,498,39.0,0.40300840056849885,0,24,Rent,Education,1
30,43871.0,18412,701,10.0,0.33120678105731327,2,60,Rent,Auto,0
33,23212.0,1916,346,38.0,0.48251848250181384,0,36,Own,Auto,1
37,78958.0,4698,501,13.0,0.25354346551227414,0,12,Mortgage,Home Improvement,1
45,118405.0,34144,505,12.0,0.5675158288164283,0,36,Rent,Business,1
39,90660.0,42849,525,26.0,0.47013472409863044,0,36,Mortgage,Personal,1
64,127621.0,29236,611,17.0,0.3402191911124218,0,12,Rent,Home Improvement,0
49,119079.0,10106,482,15.0,0.5601021407094976,0,60,Mortgage,Home Improvement,1
38,149316.0,2951,622,9.0,0.27905222961193354,2,60,Own,Personal,1
43,134281.0,11502,505,1.0,0.15317433282491608,1,48,Rent,Personal,1
32,84840.0,17047,754,27.0,0.12073864347498006,0,48,Own,Home Improvement,0
27,69389.0,13075,407,1.0,0.43974920545266183,0,60,Own,Education,0
20,31628.0,40064,407,15.0,0.40663308981212365,0,48,Rent,Personal,1
33,82742.0,25291,503,36.0,0.4115481443659633,0,60,Own,Home Improvement,1
52,,5561,339,13.0,0.28943778719841595,0,60,Mortgage,Personal,0
18,33751.0,34063,504,6.0,0.146240038775607,0,48,Mortgage,Education,1
63,81506.0,15199,750,35.0,0.5522420663641415,0,36,Own,Auto,0
47,129588.0,28010,832,27.0,0.48213369411381946,0,60,Own,Education,0
69,113348.0,29985,597,27.0,0.45908749100127433,0,60,Rent,Personal,1
45,130069.0,10537,843,25.0,0.15788551739729054,0,24,Rent,Business,1
30,79603.0,48873,388,11.0,0.3552217115144628,1,36,Rent,Home Improvement,1
52,74655.0,32508,703,18.0,0.33503246084589533,3,48,Rent,Auto,1
68,29559.0,9314,618,29.0,0.3375449394177954,0,12,Own,Personal,0
40,137302.0,35246,658,10.0,0.2392198566353478,1,12,Rent,Personal,0
58,39876.0,31929,820,34.0,0.48082665897590127,0,48,Own,Personal,1
60,56444.0,18918,760,35.0,0.11808192818674776,1,48,Rent,Personal,0
61,66363.0,20244,353,30.0,0.40698961262422106,1,24,Mortgage,Education,1
32,28124.0,6599,433,13.0,0.3928763665031034,0,48,Rent,Auto,1
46,35538.0,26807,465,10.0,0.43382671378894044,0,24,Own,Personal,1
30,98374.0,17982,454,31.0,0.12622193740697227,0,24,Rent,Home Improvement,0
64,86123.0,30443,315,10.0,0.5843520963460288,0,24,Own,Auto,0
52,141742.0,30351,841,,0.4054916045629603,2,48,Mortgage,Business,1
19,95386.0,10987,772,33.0,0.43272938713374665,0,24,Own,Auto,0
29,132715.0,2092,744,25.0,0.16520547155699752,0,60,Mortgage,Auto,0
40,86222.0,10166,515,22.0,0.3825718032954014,0,12,Mortgage,Business,0
26,46787.0,12526,391,9.0,0.3500126762813478,0,24,Mortgage,Home Improvement,0
34,63568.0,36300,576,1.0,0.13640075694469037,0,48,Own,Auto,0
47,125249.0,38725,505,21.0,0.1503945158465744,0,12,Mortgage,Education,1
56,54508.0,29308,420,32.0,0.5667411291405243,0,12,Mortgage,Home Improvement,1
24,94556.0,27010,679,21.0,0.2883363100500733,0,48,Rent,Business,0
23,24972.0,17015,386,0.0,0.45181601809716787,0,24,Mortgage,Education,1
35,74846.0,46283,513,1.0,0.2523960670739789,0,12,Mortgage,Auto,1
63,124065.0,14149,348,37.0,0.3142450678256212,0,60,Mortgage,Education,1
35,50456.0,10353,365,29.0,0.1334263767830494,0,36,Rent,Personal,0
43,147074.0,46399,542,19.0,0.5124636202965867,1,36,Mortgage,Business,0
32,88089.0,19894,302,28.0,0.12554487550792762,0,60,Rent,Personal,1
22,76454.0,8370,334,29.0,0.2136466754374962,0,12,Rent,Education,0
39,54380.0,30082,826,16.0,0.3605137084431338,0,48,Rent,Education,0
51,35285.0,8668,458,21.0,0.5021096261375607,0,12,Mortgage,Auto,0
61,109166.0,41540,476,0.0,0.14423667588290737,0,24,Own,Auto,0
37,107609.0,30016,696,26.0,0.502259412143882,1,60,Mortgage,Personal,0
67,39938.0,31925,557,11.0,0.5960110135105915,0,60,Own,Education,1
38,145296.0,19586,570,5.0,0.20007704178441135,0,12,Rent,Education,0
46,83776.0,10294,619,38.0,0.30299623219750393,0,24,Own,Home Improvement,0
26,144594.0,15643,521,15.0,0.17293174253938073,0,60,Own,Personal,0
50,102540.0,39958,424,14.0,0.2404024701632512,0,36,Mortgage,Business,0
58,126539.0,46652,321,33.0,0.4026805564938012,0,48,Own,Auto,0
44,65427.0,8800,664,16.0,0.523033843937723,0,60,Mortgage,Personal,0
57,137798.0,40796,471,31.0,0.3493218754448131,0,36,Rent,Home Improvement,0
43,132362.0,31984,314,23.0,0.12213167607363792,0,12,Mortgage,Business,1
36,129726.0,23757,534,31.0,0.17163946394844035,0,60,Own,Business,0
21,115212.0,45851,356,12.0,0.4427784696613467,0,12,Rent,Business,1
62,68528.0,2376,365,37.0,0.4789207313246937,0,12,Rent,Personal,1
28,103125.0,29543,737,27.0,0.19899675364451144,0,12,Rent,Education,0
62,107226.0,33097,674,18.0,0.21596324766300876,0,12,Mortgage,Personal,0
19,44305.0,37308,309,11.0,0.4855433960934882,0,24,Mortgage,Business,1
38,83275.0,43785,372,16.0,0.3793537063148451,0,60,Rent,Education,1
22,120661.0,11277,360,30.0,0.5360044267499938,0,12,Rent,Personal,1
